
---------- Begin Simulation Statistics ----------
simSeconds                                   0.427124                       # Number of seconds simulated (Second)
simTicks                                 427123593624                       # Number of ticks simulated (Tick)
finalTick                                427123593624                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   8649.64                       # Real time elapsed on the host (Second)
hostTickRate                                 49380518                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     681192                       # Number of bytes of host memory used (Byte)
simInsts                                   1892613339                       # Number of instructions simulated (Count)
simOps                                     2094745011                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   218808                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     242177                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           357                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                       1196424660                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.630399                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.586297                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      2199979688                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                  2548491                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     2167943043                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 314094                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            107783167                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          97548667                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved              110226                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          1195069832                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.814072                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.891396                       # Number of insts issued each cycle (Count)
system.l2cache.overallMisses::cpu.inst            922                       # number of overall misses (Count)
system.l2cache.overallMisses::cpu.data            882                       # number of overall misses (Count)
system.l2cache.overallMisses::total              1804                       # number of overall misses (Count)
system.l2cache.demandMissLatency::cpu.inst     79275420                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::cpu.data     81349947                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::total     160625367                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.inst     79275420                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.data     81349947                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::total    160625367                       # number of overall miss ticks (Tick)
system.l2cache.demandAccesses::cpu.inst       1053650                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::cpu.data          2844                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::total          1056494                       # number of demand (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.inst      1053650                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.data         2844                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::total         1056494                       # number of overall (read+write) accesses (Count)
system.l2cache.demandMissRate::cpu.inst      0.000875                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::cpu.data      0.310127                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::total         0.001708                       # miss rate for demand accesses (Ratio)
system.l2cache.overallMissRate::cpu.inst     0.000875                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::cpu.data     0.310127                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::total        0.001708                       # miss rate for overall accesses (Ratio)
system.l2cache.demandAvgMissLatency::cpu.inst 85982.017354                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::cpu.data 92233.500000                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::total 89038.451774                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.inst 85982.017354                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.data 92233.500000                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::total 89038.451774                       # average overall miss latency ((Tick/Count))
system.l2cache.blockedCycles::no_mshrs              0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCauses::no_mshrs              0                       # number of times access was blocked (Count)
system.l2cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.l2cache.avgBlocked::no_mshrs               nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.avgBlocked::no_targets             nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.demandMshrHits::cpu.data             1                       # number of demand (read+write) MSHR hits (Count)
system.l2cache.demandMshrHits::total                1                       # number of demand (read+write) MSHR hits (Count)
system.l2cache.overallMshrHits::cpu.data            1                       # number of overall MSHR hits (Count)
system.l2cache.overallMshrHits::total               1                       # number of overall MSHR hits (Count)
system.l2cache.demandMshrMisses::cpu.inst          922                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.demandMshrMisses::cpu.data          881                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.demandMshrMisses::total           1803                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.overallMshrMisses::cpu.inst          922                       # number of overall MSHR misses (Count)
system.l2cache.overallMshrMisses::cpu.data          881                       # number of overall MSHR misses (Count)
system.l2cache.overallMshrMisses::total          1803                       # number of overall MSHR misses (Count)
system.l2cache.demandMshrMissLatency::cpu.inst     72706620                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2cache.demandMshrMissLatency::cpu.data     74918592                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2cache.demandMshrMissLatency::total    147625212                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2cache.overallMshrMissLatency::cpu.inst     72706620                       # number of overall MSHR miss ticks (Tick)
system.l2cache.overallMshrMissLatency::cpu.data     74918592                       # number of overall MSHR miss ticks (Tick)
system.l2cache.overallMshrMissLatency::total    147625212                       # number of overall MSHR miss ticks (Tick)
system.l2cache.demandMshrMissRate::cpu.inst     0.000875                       # mshr miss ratio for demand accesses (Ratio)
system.l2cache.demandMshrMissRate::cpu.data     0.309775                       # mshr miss ratio for demand accesses (Ratio)
system.l2cache.demandMshrMissRate::total     0.001707                       # mshr miss ratio for demand accesses (Ratio)
system.l2cache.overallMshrMissRate::cpu.inst     0.000875                       # mshr miss ratio for overall accesses (Ratio)
system.l2cache.overallMshrMissRate::cpu.data     0.309775                       # mshr miss ratio for overall accesses (Ratio)
system.l2cache.overallMshrMissRate::total     0.001707                       # mshr miss ratio for overall accesses (Ratio)
system.l2cache.demandAvgMshrMissLatency::cpu.inst 78857.505423                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.demandAvgMshrMissLatency::cpu.data 85038.129398                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.demandAvgMshrMissLatency::total 81877.544093                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.overallAvgMshrMissLatency::cpu.inst 78857.505423                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.overallAvgMshrMissLatency::cpu.data 85038.129398                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.overallAvgMshrMissLatency::total 81877.544093                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.replacements                         0                       # number of replacements (Count)
system.l2cache.InvalidateReq.misses::cpu.data            7                       # number of InvalidateReq misses (Count)
system.l2cache.InvalidateReq.misses::total            7                       # number of InvalidateReq misses (Count)
system.l2cache.InvalidateReq.accesses::cpu.data            7                       # number of InvalidateReq accesses(hits+misses) (Count)
system.l2cache.InvalidateReq.accesses::total            7                       # number of InvalidateReq accesses(hits+misses) (Count)
system.l2cache.InvalidateReq.missRate::cpu.data            1                       # miss rate for InvalidateReq accesses (Ratio)
system.l2cache.InvalidateReq.missRate::total            1                       # miss rate for InvalidateReq accesses (Ratio)
